"Water Control Zone","Station","Dates","Sample No","Depth","5-day Biochemical Oxygen Demand (mg/L)","Suspended Solids (mg/L)","Total Phosphorus (mg/L)","Total Nitrogen (mg/L)","Ammonia Nitrogen (mg/L)","Orthophosphate Phosphorus (mg/L)","Total Inorganic Nitrogen (mg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (cfu/100mL)","Turbidity (NTU)","pH","Temperature (°C)","Salinity (psu)"
"Eastern Buffer","EM3","2009-11-05","1","Middle Water","0.6","6.1","<0.02","0.15","0.023","0.006","0.03","102","7","2","4.3","8.1","24.9","33.2"
"Eastern Buffer","EM3","2009-11-05","1","Bottom Water","0.6","14","<0.02","0.18","0.021","0.007","0.03","102","7","1","9.1","8.1","24.9","33.2"
"Eastern Buffer","EM3","2009-12-01","1","Surface Water","0.5","0.7","<0.02","0.16","0.03","0.006","0.07","103","7.5","<1","0.6","8","21.2","33.2"
"Eastern Buffer","EM3","2009-12-01","1","Middle Water","0.4","0.8","<0.02","0.16","0.035","0.008","0.07","102","7.4","1","0.8","8","21.2","33.2"
"Eastern Buffer","EM3","2009-12-01","1","Bottom Water","1","2.2","<0.02","0.15","0.022","0.008","0.06","101","7.4","<1","2.9","8","21.3","33.3"
"Eastern Buffer","EM3","2010-01-22","1","Surface Water","0.6","2.3","0.03","0.22","0.021","0.021","0.12","103","8.2","1","2","7.9","17.2","32.3"
"Eastern Buffer","EM3","2010-01-22","1","Middle Water","0.7","2.2","0.04","0.28","0.026","0.027","0.13","103","8.2","1","2","7.9","17.2","32.3"
"Eastern Buffer","EM3","2010-01-22","1","Bottom Water","0.6","4.4","0.04","0.23","0.022","0.027","0.12","102","8.1","2","4.1","7.9","17.1","32.4"
"Eastern Buffer","EM3","2010-02-19","1","Surface Water","0.5","2.2","<0.02","0.19","0.012","0.009","0.11","94","7.5","<1","5","8","16.5","32.8"
"Eastern Buffer","EM3","2010-02-19","1","Middle Water","0.4","2.3","<0.02","0.2","0.012","0.008","0.11","95","7.6","<1","5.1","8","16.5","32.8"
"Eastern Buffer","EM3","2010-02-19","1","Bottom Water","0.6","2.5","<0.02","0.19","0.011","0.008","0.1","95","7.6","1","5.6","8","16.5","32.8"
"Eastern Buffer","EM3","2010-03-22","1","Surface Water","0.6","0.9","<0.02","0.25","0.065","0.01","0.09","93","6.9","<1","5.7","7.9","20.1","33.5"
"Eastern Buffer","EM3","2010-03-22","1","Middle Water","0.6","1.3","<0.02","0.15","0.04","0.005","0.05","97","7.2","<1","6.7","7.9","20","33.7"
"Eastern Buffer","EM3","2010-03-22","1","Bottom Water","0.4","4.6","<0.02","0.2","0.033","0.005","0.05","97","7.2","2","10.2","7.9","20","33.8"
"Eastern Buffer","EM3","2010-04-08","1","Surface Water","0.4","7","<0.02","0.13","0.048","0.008","0.06","98","7.3","4","3.6","7.8","19.7","33.9"
"Eastern Buffer","EM3","2010-04-08","1","Middle Water","1.1","5.2","<0.02","0.11","0.023","0.009","0.03","98","7.3","<1","4.7","7.8","19.8","33.9"
"Eastern Buffer","EM3","2010-04-08","1","Bottom Water","0.4","7.2","<0.02","0.11","0.019","0.008","0.03","98","7.3","<1","5.7","7.8","19.8","33.9"
"Eastern Buffer","EM3","2010-05-03","1","Surface Water","0.6","1.3","<0.02","0.11","0.02","0.008","0.04","101","7.3","<1","1.4","7.7","21.6","33.9"
"Eastern Buffer","EM3","2010-05-03","1","Middle Water","0.9","1.5","<0.02","0.11","0.023","0.008","0.04","101","7.3","<1","1.3","7.7","21.6","33.9"
"Eastern Buffer","EM3","2010-05-03","1","Bottom Water","0.5","1.4","<0.02","0.12","0.029","0.008","0.05","100","7.3","<1","1.7","7.7","21.4","34"
"Eastern Buffer","EM3","2010-06-02","1","Surface Water","<0.1","0.8","<0.02","0.13","0.028","0.003","0.05","94","6.4","5","2","7.9","25.6","32.8"
"Eastern Buffer","EM3","2010-06-02","1","Middle Water","<0.1","1.4","<0.02","0.1","0.022","0.004","0.04","88","5.9","<1","1.1","7.9","25.5","32.9"
"Eastern Buffer","EM3","2010-06-02","1","Bottom Water","<0.1","3.9","<0.02","0.13","0.025","0.005","0.04","87","6","<1","3.5","7.9","25.1","33.5"
"Eastern Buffer","EM3","2010-07-02","1","Surface Water","1.6","2","0.02","0.23","0.018","0.012","0.15","124","8.4","22","2","8.1","26.4","30.7"
"Eastern Buffer","EM3","2010-07-02","1","Middle Water","<0.1","2.4","0.02","0.18","0.012","0.011","0.12","61","4.2","<1","2.6","7.9","23.3","34.2"
"Eastern Buffer","EM3","2010-07-02","1","Bottom Water","<0.1","2.5","0.02","0.14","0.013","0.01","0.1","61","4.3","<1","4","7.9","22.9","34.3"
"Eastern Buffer","EM3","2010-08-02","1","Surface Water","1.4","2.4","0.06","0.43","0.035","0.03","0.29","75","5.1","200","4","8.1","26.5","30.5"
"Eastern Buffer","EM3","2010-08-02","1","Middle Water","0.3","3.4","0.04","0.16","<0.005","0.029","0.08","59","4.1","4","5.2","8.1","23.5","34.3"
"Eastern Buffer","EM3","2010-08-02","1","Bottom Water","0.2","4","0.04","0.16","0.011","0.032","0.07","65","4.6","1","6.3","8.1","23.2","34.4"
"Eastern Buffer","EM3","2010-09-02","1","Surface Water","1.1","<0.5","<0.02","0.24","0.037","0.004","0.08","97","6.2","21","0.5","8.2","29.3","30.7"
"Eastern Buffer","EM3","2010-09-02","1","Middle Water","0.8","2.3","0.04","0.39","0.1","0.023","0.25","55","3.7","420","1.7","7.9","26.8","31.7"
"Eastern Buffer","EM3","2010-09-02","1","Bottom Water","0.4","5","0.03","0.22","0.01","0.02","0.15","36","2.5","2","3.2","7.9","22.9","34.3"
"Eastern Buffer","EM3","2010-10-08","1","Surface Water","0.3","2","<0.02","0.22","0.056","0.009","0.1","77","5.1","4","2.2","8.2","27.6","30.9"
"Eastern Buffer","EM3","2010-10-08","1","Middle Water","0.5","1.9","<0.02","0.15","0.043","0.006","0.07","85","5.7","1","1.7","8.2","27.6","31"
"Eastern Buffer","EM3","2010-10-08","1","Bottom Water","0.3","3.2","<0.02","0.13","0.044","0.004","0.07","86","5.7","2","2.5","8.2","27.5","31.1"
"Eastern Buffer","EM3","2010-11-04","1","Surface Water","0.3","6.6","0.03","0.21","0.021","0.011","0.11","87","6.1","54","9.4","8","23.4","32.5"
"Eastern Buffer","EM3","2010-11-04","1","Middle Water","0.6","5.1","0.02","0.17","0.017","0.009","0.1","89","6.3","23","4.3","8","23.4","32.6"
"Eastern Buffer","EM3","2010-11-04","1","Bottom Water","0.3","4.7","0.03","0.16","0.01","0.008","0.09","90","6.3","4","5.1","8","23.3","32.7"
"Eastern Buffer","EM3","2010-12-15","1","Surface Water","0.4","3","<0.02","0.14","0.051","0.007","0.09","88","6.5","4","2.5","8.1","20.8","32.8"
"Eastern Buffer","EM3","2010-12-15","1","Middle Water","0.4","3.8","0.02","0.18","0.054","0.007","0.09","92","6.8","3","2.3","8.1","20.8","32.8"
"Eastern Buffer","EM3","2010-12-15","1","Bottom Water","0.5","4","<0.02","0.16","0.048","0.007","0.08","92","6.8","1","2.8","8.1","20.8","32.8"
"Eastern Buffer","EM3","2011-01-03","1","Surface Water","0.3","8.6","0.03","0.17","0.018","0.01","0.1","89","6.9","3","7.7","7.8","18.2","33.1"
"Eastern Buffer","EM3","2011-01-03","1","Middle Water","0.5","10","0.03","0.17","0.016","0.01","0.1","90","7","1","7.5","7.8","18.2","33.1"
"Eastern Buffer","EM3","2011-01-03","1","Bottom Water","0.3","13","0.03","0.19","0.016","0.01","0.11","90","7","<1","9.8","7.9","18.2","33.1"
"Eastern Buffer","EM3","2011-02-10","1","Surface Water","1.1","1.2","0.04","0.27","0.02","0.017","0.22","100","8.2","<1","4.4","7.8","15.5","31.8"
"Eastern Buffer","EM3","2011-02-10","1","Middle Water","1.3","1.8","0.03","0.31","0.013","0.018","0.21","100","8.2","<1","1.2","7.8","15.3","31.8"
"Eastern Buffer","EM3","2011-02-10","1","Bottom Water","1.1","1.7","0.03","0.28","0.011","0.017","0.21","98","8.1","<1","1.4","7.8","15.2","31.8"
"Eastern Buffer","EM3","2011-03-17","1","Surface Water","1.2","2","<0.02","0.13","0.071","0.002","0.08","102","7.8","<1","1.3","7.9","18.3","33.2"
"Eastern Buffer","EM3","2011-03-17","1","Middle Water","1.1","5.1","<0.02","0.17","0.074","0.003","0.09","101","7.8","1","1.4","8","18.2","33.2"
"Eastern Buffer","EM3","2011-03-17","1","Bottom Water","0.9","2.2","0.02","0.13","0.08","0.002","0.1","99","7.7","3","1.9","8","18.2","33.2"
"Eastern Buffer","EM3","2011-04-12","1","Surface Water","0.5","1.1","<0.02","0.16","0.081","0.007","0.1","98","7.2","<1","1.9","7.9","20.5","33.9"
"Eastern Buffer","EM3","2011-04-12","1","Middle Water","0.5","1","<0.02","0.16","0.079","0.007","0.1","95","7","<1","0.9","7.9","20.4","33.9"
"Eastern Buffer","EM3","2011-04-12","1","Bottom Water","0.4","4","<0.02","0.17","0.074","0.004","0.09","94","7","1","5.1","7.9","20.4","34"
"Eastern Buffer","EM3","2011-05-12","1","Surface Water","2.2","1.4","0.03","0.45","0.099","0.009","0.29","107","7.2","2","1.3","7.8","26.1","31.9"
"Eastern Buffer","EM3","2011-05-12","1","Middle Water","1","1.5","<0.02","0.16","0.064","0.007","0.1","78","5.5","13","1.2","7.8","23.2","33.8"
"Eastern Buffer","EM3","2011-05-12","1","Bottom Water","1.1","2.6","<0.02","0.1","0.036","0.008","0.06","75","5.3","1","2.4","7.8","22.1","34.1"
"Eastern Buffer","EM3","2011-06-15","1","Surface Water","1","2.8","0.04","0.43","0.12","0.017","0.3","60","4.1","39","2.1","7.8","25.7","31.7"
"Eastern Buffer","EM3","2011-06-15","1","Middle Water","0.6","2.4","0.03","0.27","0.08","0.014","0.19","57","3.9","75","2","7.9","23.9","33.4"
"Eastern Buffer","EM3","2011-06-15","1","Bottom Water","0.5","4.5","0.02","0.16","0.044","0.01","0.09","59","4.2","10","3.9","7.9","22.3","34.2"
"Eastern Buffer","EM3","2011-07-31","1","Surface Water","1.2","1.6","0.02","0.22","0.017","0.004","0.06","109","7.2","<1","5.9","8.2","27.7","31.3"
"Eastern Buffer","EM3","2011-07-31","1","Middle Water","1.2","1.5","<0.02","0.2","0.021","0.005","0.07","109","7.3","12","5.9","8.2","27.3","31.3"
"Eastern Buffer","EM3","2011-07-31","1","Bottom Water","0.9","1.7","0.02","0.23","0.032","0.007","0.1","73","5","17","7.5","8.1","25","32.2"
"Eastern Buffer","EM3","2011-08-22","1","Surface Water","6.8","4.2","0.07","0.54","0.051","0.006","0.07","156","10.3","52","1.6","8.4","28","31"
"Eastern Buffer","EM3","2011-08-22","1","Middle Water","1","1.5","0.03","0.18","0.018","0.015","0.12","45","3.2","31","1.2","8","22.6","34.2"
"Eastern Buffer","EM3","2011-08-22","1","Bottom Water","0.5","1.8","0.03","0.16","0.018","0.016","0.12","48","3.5","<1","1.8","8","22","34.3"
"Eastern Buffer","EM3","2011-09-16","1","Surface Water","0.4","0.8","<0.02","0.15","0.031","0.003","0.04","92","5.9","6","4.8","8.2","29.4","32.3"
"Eastern Buffer","EM3","2011-09-16","1","Middle Water","0.3","1.1","<0.02","0.12","0.034","0.008","0.04","88","5.7","<1","0.7","8.2","28.9","33"
"Eastern Buffer","EM3","2011-09-16","1","Bottom Water","0.2","1.8","<0.02","0.08","0.029","0.009","0.04","82","5.3","<1","1.2","8.1","28.5","33.4"
"Eastern Buffer","EM3","2011-10-12","1","Surface Water","0.3","7.7","0.03","0.2","0.013","0.011","0.09","93","6.3","2","6.2","8.1","26.1","33.1"
"Eastern Buffer","EM3","2011-10-12","1","Middle Water","0.6","9.2","0.03","0.22","0.013","0.015","0.11","93","6.3","<1","5.7","8.1","26.1","33.2"
"Eastern Buffer","EM3","2011-10-12","1","Bottom Water","0.4","13","0.03","0.18","0.013","0.015","0.1","93","6.2","<1","8.4","8.1","26.1","33.2"
"Eastern Buffer","EM3","2011-11-07","1","Surface Water","0.2","1","0.03","0.24","0.054","0.012","0.11","98","6.6","3","1.3","8","25.5","32.9"
"Eastern Buffer","EM3","2011-11-07","1","Middle Water","<0.1","1.1","0.02","0.17","0.04","0.009","0.08","97","6.6","<1","0.7","8","25.3","32.9"
"Eastern Buffer","EM3","2011-11-07","1","Bottom Water","0.2","16","0.03","0.22","0.049","0.01","0.1","92","6.3","1","18.1","8","25.1","33"
"Eastern Buffer","EM3","2011-12-02","1","Surface Water","0.6","4.5","0.02","0.29","0.005","0.016","0.17","94","6.8","<1","3.9","7.8","22","32.2"
"Eastern Buffer","EM3","2011-12-02","1","Middle Water","0.6","4","0.03","0.33","0.006","0.016","0.17","94","6.8","<1","4.3","7.8","21.9","32.2"
"Eastern Buffer","EM3","2011-12-02","1","Bottom Water","0.5","5.8","0.03","0.33","0.007","0.017","0.17","94","6.8","<1","4.9","7.8","21.9","32.2"
"Eastern Buffer","EM3","2012-01-09","1","Surface Water","0.7","1.9","0.03","0.39","0.021","0.016","0.26","107","8.6","2","2.4","8","16.9","30.9"
"Eastern Buffer","EM3","2012-01-09","1","Middle Water","0.6","2.2","0.03","0.37","0.021","0.016","0.26","104","8.4","1","1.7","8","16.7","31"
"Eastern Buffer","EM3","2012-01-09","1","Bottom Water","0.7","3.1","0.03","0.38","0.024","0.017","0.28","102","8.2","1","2.2","8","16.7","31"
"Eastern Buffer","EM3","2012-02-02","1","Surface Water","0.7","0.8","0.03","0.31","0.026","0.012","0.2","104","8.4","94","1.5","8","16.1","31.7"
"Eastern Buffer","EM3","2012-02-02","1","Middle Water","0.7","0.8","0.03","0.29","0.028","0.016","0.21","104","8.4","<1","0.7","8","15.9","31.7"
"Eastern Buffer","EM3","2012-02-02","1","Bottom Water","0.3","3.3","0.02","0.27","0.02","0.013","0.2","100","8.1","<1","2.9","8","16","31.9"
"Eastern Buffer","EM3","2012-03-02","1","Surface Water","0.4","1.8","0.03","0.38","0.015","0.022","0.29","116","9.7","<1","1.8","8.1","15","31.1"
"Eastern Buffer","EM3","2012-03-02","1","Middle Water","0.5","2.1","0.03","0.38","0.01","0.022","0.3","116","9.7","5","2.1","8","14.8","31.1"
"Eastern Buffer","EM3","2012-03-02","1","Bottom Water","0.3","3.9","0.03","0.37","0.007","0.02","0.26","116","9.7","2","3.1","8.1","14.9","31.9"
"Eastern Buffer","EM3","2012-04-13","1","Surface Water","0.8","1.4","0.03","0.44","0.17","0.022","0.29","107","7.8","21","1.8","7.6","21.7","32.2"
"Eastern Buffer","EM3","2012-04-13","1","Middle Water","0.5","1.7","<0.02","0.23","0.069","0.007","0.12","117","8.5","19","1.7","7.7","21.7","33"
"Eastern Buffer","EM3","2012-04-13","1","Bottom Water","0.2","2.8","<0.02","0.14","0.038","<0.002","0.06","113","8.1","<1","2.6","7.7","22","33.7"
"Eastern Buffer","EM3","2012-05-03","1","Surface Water","0.5","0.9","0.03","0.52","0.13","0.011","0.4","111","7.7","3","1.2","7.6","24.9","30.8"
"Eastern Buffer","EM3","2012-05-03","1","Middle Water","0.3","1.3","0.03","0.33","0.083","0.01","0.22","107","7.6","22","1.3","7.7","23.2","32.8"
"Eastern Buffer","EM3","2012-05-03","1","Bottom Water","<0.1","1.8","<0.02","0.22","0.05","0.007","0.13","103","7.3","3","1.8","7.7","22.9","33.2"
"Eastern Buffer","EM3","2012-06-04","1","Surface Water","0.3","1","<0.02","0.14","0.071","0.006","0.1","113","7.6","<1","1.3","7.7","26.8","31.8"
"Eastern Buffer","EM3","2012-06-04","1","Middle Water","0.2","1.1","<0.02","0.12","0.069","0.006","0.09","112","7.5","5","1.2","7.7","26.6","32"
"Eastern Buffer","EM3","2012-06-04","1","Bottom Water","<0.1","1.7","<0.02","0.09","0.071","0.007","0.08","112","7.5","<1","2","7.7","26.3","32.4"
"Eastern Buffer","EM3","2012-07-06","1","Surface Water","0.9","1.8","0.03","0.48","0.062","0.011","0.32","114","7.6","4","51","7.6","27.4","29.2"
"Eastern Buffer","EM3","2012-07-06","1","Middle Water","0.4","1.5","0.03","0.27","0.019","0.008","0.12","90","6.1","7","50.7","7.5","26.2","31.8"
"Eastern Buffer","EM3","2012-07-06","1","Bottom Water","0.3","4.6","0.03","0.23","0.011","0.011","0.12","63","4.4","3","50","7.4","23.8","33.2"
"Eastern Buffer","EM3","2012-08-06","1","Surface Water","0.2","1","<0.02","0.27","0.04","0.002","0.08","86","5.7","1","0.3","8","27.2","31.8"
"Eastern Buffer","EM3","2012-08-06","1","Middle Water","0.3","1","<0.02","0.28","0.042","0.006","0.1","64","4.4","7","1.3","8","25.8","32.9"
"Eastern Buffer","EM3","2012-08-06","1","Bottom Water","0.4","2.7","<0.02","0.34","0.026","0.009","0.14","51","3.5","1","2.5","7.9","25","33.4"
"Eastern Buffer","EM3","2012-09-07","1","Surface Water","1.3","1.6","0.03","0.36","0.072","0.004","0.13","91","6","2","19.6","8.2","28.9","30.3"
"Eastern Buffer","EM3","2012-09-07","1","Middle Water","0.9","2.1","0.03","0.38","0.091","0.007","0.19","80","5.2","63","0.9","8.1","28.4","30.5"
"Eastern Buffer","EM3","2012-09-07","1","Bottom Water","0.2","1.3","0.03","0.33","0.071","0.01","0.17","48","3.2","<1","0.6","7.9","27","32.4"
"Eastern Buffer","EM3","2012-10-04","1","Surface Water","0.2","3.1","0.02","0.19","0.028","0.007","0.06","92","6","<1","2.6","8","27.8","32.4"
"Eastern Buffer","EM3","2012-10-04","1","Middle Water","0.2","3.5","0.02","0.19","0.03","0.008","0.06","94","6.2","3","3.2","8","27.7","32.4"
"Eastern Buffer","EM3","2012-10-04","1","Bottom Water","0.2","3.6","0.02","0.15","0.031","0.008","0.07","95","6.2","2","3.2","8","27.7","32.4"
"Eastern Buffer","EM3","2012-11-02","1","Surface Water","0.1","4.2","0.03","0.22","0.011","0.01","0.07","84","5.7","2","3.2","7.9","25.2","32.7"
"Eastern Buffer","EM3","2012-11-02","1","Middle Water","0.2","3","0.03","0.25","0.009","0.01","0.07","95","6.5","<1","3.5","7.9","25.2","32.8"
"Eastern Buffer","EM3","2012-11-02","1","Bottom Water","0.2","4.6","0.03","0.28","0.009","0.01","0.07","95","6.5","1","4.3","7.9","25.2","32.8"
"Eastern Buffer","EM3","2012-12-08","1","Surface Water","0.3","2.3","0.04","0.28","0.034","0.019","0.17","88","6.4","87","2.5","7.7","21.1","33"
"Eastern Buffer","EM3","2012-12-08","1","Middle Water","0.5","2.9","0.04","0.29","0.033","0.018","0.15","93","6.8","44","3.4","7.7","21.1","33.1"
"Eastern Buffer","EM3","2012-12-08","1","Bottom Water","0.4","3.4","0.03","0.32","0.019","0.016","0.13","94","6.9","11","3.5","7.7","21.1","33.1"
"Eastern Buffer","EM3","2013-01-11","1","Surface Water","0.4","0.6","0.03","0.25","0.049","0.017","0.16","100","7.9","1","4.9","8","17.2","32.7"
"Eastern Buffer","EM3","2013-01-11","1","Middle Water","0.4","1.2","0.04","0.48","0.051","0.018","0.16","99","7.9","<1","5.6","8","17.1","32.7"
"Eastern Buffer","EM3","2013-01-11","1","Bottom Water","0.3","2.6","0.04","0.44","0.052","0.011","0.14","99","7.8","<1","7.4","8","17.1","32.7"
"Eastern Buffer","EM3","2013-02-23","1","Surface Water","1.3","1.2","0.03","0.29","0.026","0.011","0.12","100","7.9","<1","1.5","7.9","17.8","32.1"
"Eastern Buffer","EM3","2013-02-23","1","Middle Water","1.1","3","0.03","0.35","0.026","0.013","0.12","100","7.9","1","3.5","7.9","17.7","32.2"
"Eastern Buffer","EM3","2013-02-23","1","Bottom Water","1.2","2.7","0.03","0.26","0.026","0.013","0.12","102","8","<1","3.3","7.9","17.6","32.2"
"Eastern Buffer","EM3","2013-03-15","1","Surface Water","<0.1","0.6","0.03","0.13","0.03","0.005","0.06","100","7.7","2","1.1","7.8","19","32.6"
"Eastern Buffer","EM3","2013-03-15","1","Middle Water","<0.1","0.7","0.03","0.12","0.03","0.006","0.06","101","7.7","<1","1.2","7.8","19","32.7"
"Eastern Buffer","EM3","2013-03-15","1","Bottom Water","<0.1","1.3","0.03","0.14","0.028","0.007","0.06","103","7.9","<1","1.2","7.8","19.1","32.8"
"Eastern Buffer","EM3","2013-04-03","1","Surface Water","0.5","0.7","0.03","0.12","0.031","0.006","0.05","79","5.9","5","0.6","8.1","19.8","32.8"
"Eastern Buffer","EM3","2013-04-03","1","Middle Water","0.4","0.5","0.03","0.15","0.064","0.006","0.09","95","7.2","4","0.4","8.1","19.8","32.8"
"Eastern Buffer","EM3","2013-04-03","1","Bottom Water","0.5","0.6","0.03","0.14","0.083","0.007","0.1","95","7.2","7","0.6","8.1","19.8","32.8"
"Eastern Buffer","EM3","2013-05-03","1","Surface Water","0.4","4.9","0.03","0.22","0.008","0.008","0.01","95","6.9","1","3.6","8","21.6","33.5"
"Eastern Buffer","EM3","2013-05-03","1","Middle Water","0.4","5.8","0.03","0.25","0.012","0.007","0.02","95","6.9","<1","4","8","21.6","33.5"
"Eastern Buffer","EM3","2013-05-03","1","Bottom Water","0.4","6.2","0.03","0.21","0.028","0.007","0.04","95","6.9","<1","4.1","8","21.6","33.5"
"Eastern Buffer","EM3","2013-06-04","1","Surface Water","3.1","2.9","0.03","0.37","0.054","0.003","0.2","154","10.5","89","0.9","8.3","26.6","29.4"
"Eastern Buffer","EM3","2013-06-04","1","Middle Water","0.6","1","0.03","0.15","<0.005","0.012","0.11","63","4.4","12","1","7.9","23.6","33.7"
"Eastern Buffer","EM3","2013-06-04","1","Bottom Water","0.3","1.9","0.03","0.14","<0.005","0.015","0.1","61","4.3","1","2.5","7.9","23.2","34"
"Eastern Buffer","EM3","2013-07-03","1","Surface Water","1.5","2.1","0.03","0.38","0.044","0.003","0.32","114","7.7","47","1.2","8.3","28.1","27.4"
"Eastern Buffer","EM3","2013-07-03","1","Middle Water","0.8","3.3","0.03","0.34","0.087","0.015","0.32","55","3.8","430","1.9","8","24.7","31.9"
"Eastern Buffer","EM3","2013-07-03","1","Bottom Water","0.4","4.1","0.02","0.16","0.031","0.014","0.14","59","4.2","12","3.3","8.1","23","34"
"Eastern Buffer","EM3","2013-08-01","1","Surface Water","2.7","1.6","0.03","0.27","0.025","0.003","0.04","105","6.8","<1","2.9","8.3","29.3","29.3"
"Eastern Buffer","EM3","2013-08-01","1","Middle Water","2.1","2.6","0.03","0.41","0.098","0.007","0.2","120","7.9","3","1.1","8.2","28.4","29.5"
"Eastern Buffer","EM3","2013-08-01","1","Bottom Water","0.5","12","0.04","0.26","0.043","0.018","0.17","51","3.6","11","5.6","7.9","22.9","34"
"Eastern Buffer","EM3","2013-09-19","1","Surface Water","0.3","2","0.02","0.2","0.023","0.006","0.05","85","5.6","<1","3.2","8.3","28.2","31"
"Eastern Buffer","EM3","2013-09-19","1","Middle Water","<0.1","1.8","<0.02","0.18","0.04","0.007","0.07","86","5.6","1","2.3","8.3","28.1","31.2"
"Eastern Buffer","EM3","2013-09-19","1","Bottom Water","<0.1","3.1","<0.02","0.14","0.032","0.007","0.06","84","5.5","1","3","8.3","28","31.5"
"Eastern Buffer","EM3","2013-10-03","1","Surface Water","0.4","1.7","<0.02","0.17","0.024","0.009","0.06","93","6.1","<1","1","8.1","28","31.5"
"Eastern Buffer","EM3","2013-10-03","1","Middle Water","0.3","1.8","<0.02","0.21","0.018","0.006","0.04","95","6.2","3","0.9","8.1","27.9","31.7"
"Eastern Buffer","EM3","2013-10-03","1","Bottom Water","0.2","4.4","<0.02","0.19","0.018","0.009","0.04","89","5.9","<1","3.3","8.1","27.6","32.4"
"Eastern Buffer","EM3","2013-11-04","1","Surface Water","7","4.1","0.02","0.19","0.012","0.009","0.04","72","4.9","6","2.8","8.1","24.9","32.3"
"Eastern Buffer","EM3","2013-11-04","1","Middle Water","7","3.6","0.03","0.19","0.01","0.008","0.04","101","6.9","5","2.9","8.1","25","32.4"
"Eastern Buffer","EM3","2013-11-04","1","Bottom Water","0.8","4.5","0.02","0.18","0.012","0.008","0.04","100","6.9","<1","3.1","8.1","25","32.4"
"Eastern Buffer","EM3","2013-12-07","1","Surface Water","0.3","4.5","0.03","0.19","0.008","0.017","0.13","92","6.8","1","3.3","7.9","21.1","33.2"
"Eastern Buffer","EM3","2013-12-07","1","Middle Water","0.3","5.9","0.03","0.21","0.016","0.017","0.14","93","6.8","1","2.9","7.9","21.1","33.2"
"Eastern Buffer","EM3","2013-12-07","1","Bottom Water","0.3","5.3","0.03","0.21","0.014","0.017","0.15","92","6.7","1","5.9","7.9","21","33.2"
"Eastern Buffer","EM3","2014-01-08","1","Surface Water","0.3","<0.5","0.03","0.14","0.024","0.007","0.05","70","5.5","<1","0.9","8.1","17.4","33"
"Eastern Buffer","EM3","2014-01-08","1","Middle Water","0.4","0.6","0.03","0.31","0.04","0.018","0.19","96","7.7","6","1.8","8.1","16.8","33"
"Eastern Buffer","EM3","2014-01-08","1","Bottom Water","0.3","2.5","0.03","0.32","0.026","0.015","0.15","96","7.6","12","2.9","8.1","16.8","33.1"
"Eastern Buffer","EM3","2014-02-05","1","Surface Water","1.1","7.7","0.03","0.14","0.021","0.007","0.05","90","7","<1","4.8","8","17.8","33.2"
"Eastern Buffer","EM3","2014-02-05","1","Middle Water","1.1","11","<0.02","0.16","0.024","0.008","0.07","113","8.8","<1","6.4","8","18","33.2"
"Eastern Buffer","EM3","2014-02-05","1","Bottom Water","1.1","12","0.03","0.26","0.026","0.008","0.07","113","8.8","<1","6.9","8","18","33.2"
"Eastern Buffer","EM3","2014-03-03","1","Surface Water","0.8","1.3","<0.02","0.15","0.019","0.008","0.08","89","7","210","0.9","7.9","17.1","33.5"
"Eastern Buffer","EM3","2014-03-03","1","Middle Water","0.4","2.1","0.02","0.13","0.016","0.009","0.08","107","8.4","2","1.1","7.9","17.3","33.5"
"Eastern Buffer","EM3","2014-03-03","1","Bottom Water","0.5","2.3","<0.02","0.13","0.011","0.011","0.08","107","8.4","<1","1.7","7.9","17.4","33.5"
"Eastern Buffer","EM3","2014-04-17","1","Surface Water","0.7","0.5","<0.02","0.05","0.019","0.007","0.02","99","7.2","<1","0.6","8.3","21.4","33.2"
"Eastern Buffer","EM3","2014-04-17","1","Middle Water","1.1","0.6","<0.02","0.1","0.02","0.006","0.02","101","7.4","<1","0.9","8.3","21.3","33.3"
"Eastern Buffer","EM3","2014-04-17","1","Bottom Water","0.6","0.9","<0.02","0.09","0.024","0.007","0.03","101","7.4","<1","0.8","8.3","21.3","33.3"
"Eastern Buffer","EM3","2014-05-12","1","Surface Water","0.8","5.5","0.03","0.42","0.11","0.02","0.25","80","5.8","1600","4","8.1","23.4","28.6"
"Eastern Buffer","EM3","2014-05-12","1","Middle Water","1.8","11","0.03","0.28","0.081","0.017","0.15","83","5.9","230","1.4","8.1","23.3","32.3"
"Eastern Buffer","EM3","2014-05-12","1","Bottom Water","0.4","11","<0.02","0.14","0.041","0.008","0.06","87","6.1","26","1.8","8.1","23.1","33.3"
"Eastern Buffer","EM3","2014-06-09","1","Surface Water","1.7","1.2","<0.02","0.51","0.03","0.003","0.25","105","7.1","3","1.1","8.3","27.8","26.6"
"Eastern Buffer","EM3","2014-06-09","1","Middle Water","1.3","1.4","<0.02","0.26","0.016","0.005","0.08","89","6.1","26","0.9","8.2","25.4","32.1"
"Eastern Buffer","EM3","2014-06-09","1","Bottom Water","1","1.9","0.02","0.29","0.022","0.007","0.09","54","3.9","24","4.2","8","22.3","34"
"Eastern Buffer","EM3","2014-07-03","1","Surface Water","3.8","2.6","0.02","0.42","0.062","0.01","0.25","93","6.2","57","1.5","8.1","28","29.1"
"Eastern Buffer","EM3","2014-07-03","1","Middle Water","1.7","1.9","<0.02","0.23","0.014","0.014","0.12","49","3.3","47","0.9","8","25.5","32.9"
