"Water Control Zone","Station","Dates","Sample No","Depth","5-day Biochemical Oxygen Demand (mg/L)","Suspended Solids (mg/L)","Total Phosphorus (mg/L)","Total Nitrogen (mg/L)","Ammonia Nitrogen (mg/L)","Orthophosphate Phosphorus (mg/L)","Total Inorganic Nitrogen (mg/L)","Dissolved Oxygen (%saturation)","Dissolved Oxygen (mg/L)","E. coli (cfu/100mL)","Turbidity (NTU)","pH","Temperature (°C)","Salinity (psu)"
"Eastern Buffer","EM3","1989-10-10","1","Middle Water","0.4","7","<0.02","0.2","0.012","0.011","0.05","94","6.3","1","5.5","8.6","26.5","32.6"
"Eastern Buffer","EM3","1989-10-10","1","Bottom Water","0.3","13","0.03","0.26","0.01","0.01","0.05","93","6.2","1","12","8.6","26.4","32.6"
"Eastern Buffer","EM3","1989-11-06","1","Surface Water","1.6","2","0.06","0.65","0.28","0.031","0.35","69","4.8","N/A","2.7","8.3","24.8","31.8"
"Eastern Buffer","EM3","1989-11-06","1","Middle Water","1.4","1.5","0.05","0.54","0.22","0.034","0.27","94","6.5","N/A","2.8","8.3","24.5","32.1"
"Eastern Buffer","EM3","1989-11-06","1","Bottom Water","0.9","0.5","0.02","0.36","0.099","0.019","0.14","117","8","140","2.4","8.4","24.2","32.6"
"Eastern Buffer","EM3","1989-12-08","1","Surface Water","0.8","3","0.08","1.04","0.17","0.045","0.27","63","4.7","110","3.2","8.4","20.3","31.6"
"Eastern Buffer","EM3","1989-12-08","1","Middle Water","0.6","2.5","0.08","1.06","0.16","0.054","0.26","63","4.7","220","3","8.3","20.3","31.6"
"Eastern Buffer","EM3","1989-12-08","1","Bottom Water","0.5","1","0.12","1.02","0.15","0.029","0.26","75","5.6","160","3","8.4","20.3","31.9"
"Eastern Buffer","EM3","1990-01-05","1","Surface Water","0.8","1.5","0.03","0.41","0.039","0.018","0.12","81","7","1","3.5","8.2","17.6","31.5"
"Eastern Buffer","EM3","1990-01-05","1","Middle Water","0.8","1.5","0.03","0.39","0.028","0.014","0.1","78","6.8","10","3.5","8.3","17.6","31.5"
"Eastern Buffer","EM3","1990-01-05","1","Bottom Water","1","3.5","0.04","0.4","0.026","0.013","0.1","78","6.8","1","3","8.3","17.6","31.5"
"Eastern Buffer","EM3","1990-02-05","1","Surface Water","0.3","2","0.05","0.51","0.01","0.011","0.1","83","7.6","10","1.7","8.5","15.6","31.3"
"Eastern Buffer","EM3","1990-02-05","1","Middle Water","0.2","1.5","0.05","0.4","0.014","0.012","0.1","78","7.2","1","2","8.5","15.5","31.3"
"Eastern Buffer","EM3","1990-02-05","1","Bottom Water","0.2","1.5","0.04","0.38","0.006","0.015","0.1","76","6.9","20","2.6","8.5","15.6","31.7"
"Eastern Buffer","EM3","1990-03-05","1","Surface Water","0.6","1","0.03","0.41","0.06","0.018","0.12","83","7.5","1","2","8.7","16.1","31.5"
"Eastern Buffer","EM3","1990-03-05","1","Middle Water","0.6","<0.5","0.04","0.45","0.054","0.019","0.14","80","7.2","20","2.2","8.7","16","31.5"
"Eastern Buffer","EM3","1990-03-05","1","Bottom Water","2.4","0.5","0.04","0.38","0.027","0.02","0.09","76","6.9","1","3.7","8.7","16","31.5"
"Eastern Buffer","EM3","1990-04-02","1","Surface Water","1.4","1.5","0.04","0.56","0.02","<0.002","0.04","87","7.5","10","1.4","8.4","18","32"
"Eastern Buffer","EM3","1990-04-02","1","Middle Water","1.4","1.5","0.02","0.5","0.034","0.003","0.06","84","7.2","120","1.5","8.4","17.7","32.1"
"Eastern Buffer","EM3","1990-04-02","1","Bottom Water","1.2","1.5","0.05","0.58","0.038","0.004","0.11","84","7.3","180","2.2","8.4","17.7","32.2"
"Eastern Buffer","EM3","1990-05-07","1","Surface Water","0.8","1","0.03","0.49","0.023","0.003","0.05","119","9.1","1000","2.1","8.7","22.9","32.4"
"Eastern Buffer","EM3","1990-05-07","1","Middle Water","1.2","6","0.09","0.32","0.016","0.005","0.04","81","6.4","1900","2.2","8.7","21.3","32.7"
"Eastern Buffer","EM3","1990-05-07","1","Bottom Water","0.8","1.5","0.1","0.36","0.057","0.008","0.1","73","5.8","980","2.7","8.7","20.9","33.2"
"Eastern Buffer","EM3","1990-06-04","1","Surface Water","1","2","0.05","0.66","0.19","0.027","0.24","77","5.6","300","3.2","8.2","25.2","32.4"
"Eastern Buffer","EM3","1990-06-04","1","Middle Water","0.9","2.5","0.05","0.85","0.17","0.024","0.22","79","5.8","910","2.8","8.3","24.9","32.4"
"Eastern Buffer","EM3","1990-06-04","1","Bottom Water","0.7","3.5","0.03","0.31","0.019","0.011","0.03","91","6.6","70","4.3","8.3","24.9","32.5"
"Eastern Buffer","EM3","1990-07-06","1","Surface Water","2.2","2.5","0.1","0.97","0.085","0.008","0.21","95","6.8","2800","3","8.5","25.6","29.1"
"Eastern Buffer","EM3","1990-07-06","1","Middle Water","1.7","<0.5","0.1","0.77","0.085","0.006","0.19","58","4.4","N/A","2","8.4","22.9","33.7"
"Eastern Buffer","EM3","1990-07-06","1","Bottom Water","0.9","1","0.09","0.86","0.019","0.004","0.13","67","5.2","2300","3.3","8.5","22","34.2"
"Eastern Buffer","EM3","1990-08-06","1","Surface Water","2.1","3","0.06","0.46","0.039","<0.002","0.11","97","6.7","40","2.1","8.5","27.6","31.5"
"Eastern Buffer","EM3","1990-08-06","1","Middle Water","1.1","2.5","0.04","0.33","0.012","<0.002","0.07","64","4.6","100","2.7","8.5","25.7","33.5"
"Eastern Buffer","EM3","1990-08-06","1","Bottom Water","0.6","4","0.05","0.28","0.007","<0.002","0.07","60","4.5","10","4.2","8.5","24.2","34.2"
"Eastern Buffer","EM3","1990-09-07","1","Surface Water","2.1","1","0.05","0.46","<0.005","0.014","0.05","117","7.9","20","2.5","8.5","28.5","32.4"
"Eastern Buffer","EM3","1990-09-07","1","Middle Water","1.4","0.5","0.05","0.35","<0.005","<0.002","0.02","113","7.7","10","1.5","8.5","28.1","32.6"
"Eastern Buffer","EM3","1990-09-07","1","Bottom Water","0.3","2.5","0.14","0.76","<0.005","0.035","0.08","67","4.7","1","3.7","8.3","26.4","33.5"
"Eastern Buffer","EM3","1990-10-08","1","Surface Water","0.3","0.5","0.03","0.87","<0.005","0.003","0.01","94","6.4","10","2","8.3","27.9","31.6"
"Eastern Buffer","EM3","1990-10-08","1","Middle Water","0.6","1.5","0.1","1.11","<0.005","0.003","0.02","87","6","10","4","8.3","27.7","32.3"
"Eastern Buffer","EM3","1990-10-08","1","Bottom Water","0.7","3","0.04","0.58","<0.005","0.002","0.02","86","5.9","10","4","8.3","27.7","32.5"
"Eastern Buffer","EM3","1990-11-05","1","Surface Water","1.1","2","0.03","0.35","0.014","<0.002","0.02","114","8.3","20","3.3","8.4","24.8","32.2"
"Eastern Buffer","EM3","1990-11-05","1","Middle Water","1.3","2","<0.02","0.52","0.009","<0.002","0.01","111","8.1","30","2.7","8.4","24.7","32.4"
"Eastern Buffer","EM3","1990-11-05","1","Bottom Water","1.1","2.5","<0.02","0.55","0.009","<0.002","0.01","100","7.3","6","4.2","8.4","24.9","32.8"
"Eastern Buffer","EM3","1990-12-06","1","Surface Water","0.7","3","0.04","0.28","0.069","0.012","0.09","101","7.6","38","3.1","8.2","19.3","32.7"
"Eastern Buffer","EM3","1990-12-06","1","Middle Water","0.3","4","0.06","0.31","0.062","0.011","0.08","100","7.6","42","3.3","8.2","19.3","32.8"
"Eastern Buffer","EM3","1990-12-06","1","Bottom Water","0.3","6.5","0.04","0.25","0.073","0.011","0.09","105","8","50","3.6","8.2","19.2","32.8"
"Eastern Buffer","EM3","1991-01-07","1","Surface Water","0.8","11","0.03","0.18","0.013","0.01","0.04","107","8.3","82","4.3","8.2","17.6","32.5"
"Eastern Buffer","EM3","1991-01-07","1","Middle Water","0.7","5","0.05","0.2","0.036","0.013","0.07","102","8","490","5.3","8.2","17.7","32.5"
"Eastern Buffer","EM3","1991-01-07","1","Bottom Water","0.9","7.5","0.04","0.23","0.038","0.013","0.07","150","11.7","520","7.5","8.2","17.2","32.6"
"Eastern Buffer","EM3","1991-02-08","1","Surface Water","0.7","0.5","0.03","0.46","0.16","0.016","0.25","97","8.5","4","1.5","8.2","17","31.9"
"Eastern Buffer","EM3","1991-02-08","1","Middle Water","0.9","2","0.03","0.45","0.16","0.014","0.24","95","8.3","2","1.6","8.2","17","32"
"Eastern Buffer","EM3","1991-02-08","1","Bottom Water","1.3","2.5","0.04","0.47","0.15","0.012","0.24","94","8.3","2","1.8","8.2","17","32"
"Eastern Buffer","EM3","1991-03-05","1","Surface Water","0.6","2","0.03","1.02","0.026","0.015","0.09","115","9.4","17","2.7","8.2","15.7","32.1"
"Eastern Buffer","EM3","1991-03-05","1","Middle Water","0.4","1","0.03","0.85","0.018","0.01","0.04","113","9.2","11","2.1","8.2","16","32.4"
"Eastern Buffer","EM3","1991-03-05","1","Bottom Water","0.5","10","0.03","0.92","0.032","0.011","0.06","66","7.5","8","3.4","8.2","16.8","33.3"
"Eastern Buffer","EM3","1991-04-09","1","Surface Water","0.8","0.5","0.06","0.39","0.12","0.025","0.15","89","7.3","140","1","8.1","19.8","33.1"
"Eastern Buffer","EM3","1991-04-09","1","Middle Water","0.6","1","0.04","0.49","0.069","0.016","0.09","88","7.3","20","1","8.1","19.5","33.5"
"Eastern Buffer","EM3","1991-04-09","1","Bottom Water","0.5","<0.5","0.03","0.54","0.02","0.013","0.04","87","7.2","6","1.8","8.1","19.4","33.6"
"Eastern Buffer","EM3","1991-05-06","1","Surface Water","0.5","1","0.05","0.18","0.037","0.005","0.04","90","6.8","1","3.1","8","23.4","33.6"
"Eastern Buffer","EM3","1991-05-06","1","Middle Water","0.5","2","0.15","0.05","0.034","0.005","0.04","84","6.5","13","3.5","8","22.3","33.5"
"Eastern Buffer","EM3","1991-05-06","1","Bottom Water","0.4","6.5","0.04","0.2","0.041","<0.002","0.05","82","6.4","44","3.5","8","22.3","33.5"
"Eastern Buffer","EM3","1991-06-03","1","Surface Water","3.1","2.5","0.17","0.25","0.217","0.039","0.24","127","8.5","19","1.8","8.3","27.1","31.7"
"Eastern Buffer","EM3","1991-06-03","1","Middle Water","1.3","5","0.13","3.27","0.108","0.025","0.15","80","5.5","470","1.5","8.2","24.6","32.5"
"Eastern Buffer","EM3","1991-06-03","1","Bottom Water","0.9","3","0.28","0.68","0.06","0.015","0.1","73","5.3","7","2.6","8.1","22","33.9"
"Eastern Buffer","EM3","1991-07-05","1","Surface Water","1.6","2","0.11","0.54","0.176","0.027","0.4","98","6.8","390","2.4","8.2","24.7","28.8"
"Eastern Buffer","EM3","1991-07-05","1","Middle Water","1.3","3","0.15","0.48","0.179","0.026","0.4","68","5","680","2.3","8.2","20.6","34.1"
"Eastern Buffer","EM3","1991-07-05","1","Bottom Water","0.3","6.5","0.12","0.28","0.089","0.016","0.17","70","5.2","80","3","8.1","20.4","34.1"
"Eastern Buffer","EM3","1991-08-05","1","Surface Water","1.3","1","0.04","0.38","0.098","0.009","0.18","118","8.2","70","1.4","8.4","25","29.7"
"Eastern Buffer","EM3","1991-08-05","1","Middle Water","0.8","3","0.06","0.55","0.21","0.033","0.33","55","4.2","680","2.8","8.1","20.3","33"
"Eastern Buffer","EM3","1991-08-05","1","Bottom Water","0.5","2","0.18","0.24","0.081","0.019","0.18","50","3.8","240","1.6","8.1","20.5","34.1"
"Eastern Buffer","EM3","1991-09-10","1","Surface Water","N/A","2.5","0.2","0.49","0.176","0.045","0.32","58","4","310","2.7","8.2","24.7","32.1"
"Eastern Buffer","EM3","1991-09-10","1","Middle Water","0.3","3","0.2","0.4","0.043","0.035","0.24","62","4.4","800","2.8","8.2","24.2","32.4"
"Eastern Buffer","EM3","1991-09-10","1","Bottom Water","<0.1","3","0.14","0.18","<0.005","0.014","0.12","65","4.5","15","4","8.2","23.7","33.2"
"Eastern Buffer","EM3","1991-10-07","1","Surface Water","0.5","1","0.2","0.61","0.091","0.023","0.11","118","8.1","3","1.1","8.1","25","32.8"
"Eastern Buffer","EM3","1991-10-07","1","Middle Water","0.5","0.5","0.14","0.47","0.094","0.007","0.1","127","8.7","4","0.8","8","25","32.9"
"Eastern Buffer","EM3","1991-10-07","1","Bottom Water","0.5","1","0.14","0.49","0.06","0.014","0.08","124","8.7","8","0.6","8","24.8","33"
"Eastern Buffer","EM3","1991-11-04","1","Surface Water","0.5","5.5","0.12","0.58","0.231","0.036","0.32","96","7.2","130","5.8","8","23.9","32.7"
"Eastern Buffer","EM3","1991-11-04","1","Middle Water","0.1","7.5","0.13","0.54","0.197","0.032","0.29","77","5.8","370","7.1","8","23.7","32.9"
"Eastern Buffer","EM3","1991-11-04","1","Bottom Water","0.4","7","0.12","0.53","0.182","0.031","0.27","83","6.2","320","7.4","8.1","23.6","32.9"
"Eastern Buffer","EM3","1991-12-03","1","Surface Water","0.2","3","0.06","0.43","0.084","0.03","0.22","101","8.1","60","2.9","8","20.9","31.5"
"Eastern Buffer","EM3","1991-12-03","1","Middle Water","0.1","2.5","0.07","0.31","0.035","0.017","0.16","95","7.6","120","2.3","8.1","20.4","31.7"
"Eastern Buffer","EM3","1991-12-03","1","Bottom Water","0.8","4.5","0.09","0.26","0.01","0.004","0.08","88","7.2","18","3.6","8.2","20.3","31.8"
"Eastern Buffer","EM3","1992-01-03","1","Surface Water","0.7","2.5","0.12","0.3","0.053","0.01","0.12","143","12.8","42","2.5","8.9","16.3","34.9"
"Eastern Buffer","EM3","1992-01-03","1","Middle Water","0.9","2.5","0.11","0.31","0.054","0.009","0.12","128","11.3","75","3.3","8.9","16.5","34.8"
"Eastern Buffer","EM3","1992-01-03","1","Bottom Water","0.7","3","0.14","0.24","0.044","0.005","0.1","119","10.6","44","3.3","8.9","16.6","34.9"
"Eastern Buffer","EM3","1992-02-14","1","Surface Water","1.3","11","0.13","0.36","0.038","0.008","0.11","82","6.7","100","7.4","8.1","15.6","32.1"
"Eastern Buffer","EM3","1992-02-14","1","Middle Water","1.3","14","0.05","0.35","0.029","0.009","0.1","81","6.6","47","9.3","8.1","15.6","32.1"
"Eastern Buffer","EM3","1992-02-14","1","Bottom Water","1.1","14","0.15","0.39","0.037","0.009","0.11","80","6.5","34","21","8","15.6","32.1"
"Eastern Buffer","EM3","1992-03-04","1","Surface Water","0.9","2","0.15","0.1","0.064","0.004","0.09","104","8.4","60","3.1","8.1","16.3","31.6"
"Eastern Buffer","EM3","1992-03-04","1","Middle Water","0.8","7.5","0.1","0.11","0.042","0.005","0.09","100","8","21","7.2","8.1","16.4","32.2"
"Eastern Buffer","EM3","1992-03-04","1","Bottom Water","0.8","9","0.1","0.17","0.086","0.009","0.13","93","7.4","50","7.4","8.1","16.7","32.9"
"Eastern Buffer","EM3","1992-04-01","1","Surface Water","0.5","6.5","0.04","0.56","0.077","0.013","0.12","70","6","250","2.2","8.2","18.2","32.8"
"Eastern Buffer","EM3","1992-04-01","1","Middle Water","0.5","3","0.1","0.43","0.063","0.011","0.1","59","5","220","3.5","8.1","18","32.7"
"Eastern Buffer","EM3","1992-04-01","1","Bottom Water","0.5","8.5","0.09","0.42","0.032","0.006","0.06","53","4.6","3","4.8","8.1","18.1","32.8"
"Eastern Buffer","EM3","1992-05-04","1","Surface Water","1.2","3.5","0.08","0.25","0.062","0.005","0.11","97","6.9","18","3.6","8.2","23.4","29.8"
"Eastern Buffer","EM3","1992-05-04","1","Middle Water","1","2.5","0.07","0.3","0.075","0.007","0.1","91","6.5","27","3.1","8.2","22.8","31"
"Eastern Buffer","EM3","1992-05-04","1","Bottom Water","0.7","4","0.08","0.2","0.091","0.013","0.12","80","5.8","300","4","8.1","22.3","32.2"
"Eastern Buffer","EM3","1992-06-01","1","Surface Water","0.7","1.5","0.09","0.26","0.051","0.008","0.08","95","6.6","1","0.9","8.2","25.1","31.7"
"Eastern Buffer","EM3","1992-06-01","1","Middle Water","1.2","3","0.16","0.29","0.077","0.01","0.11","90","6.3","800","2.1","8.2","25","31.7"
"Eastern Buffer","EM3","1992-06-01","1","Bottom Water","1.2","4","0.16","0.27","0.093","0.012","0.13","83","5.8","1","3","8.2","24.9","31.9"
"Eastern Buffer","EM3","1992-07-03","1","Surface Water","0.9","11","0.15","0.39","0.155","0.026","0.24","72","4.7","4200","9.7","8.2","28.1","28.6"
"Eastern Buffer","EM3","1992-07-03","1","Middle Water","0.9","7.5","0.08","0.13","0.053","0.019","0.09","72","4.8","1200","6.9","8.2","27","31.3"
"Eastern Buffer","EM3","1992-07-03","1","Bottom Water","0.7","14","0.08","0.25","0.111","0.022","0.18","65","4.6","4300","12","8.2","24.1","33.2"
"Eastern Buffer","EM3","1992-08-03","1","Surface Water","1.7","3","0.05","0.57","0.139","0.037","0.22","73","5","20","3.7","7.9","25.5","31.8"
"Eastern Buffer","EM3","1992-08-03","1","Middle Water","1.3","5","0.09","0.36","0.049","0.026","0.11","56","4","120","4.5","7.8","22.8","33.1"
"Eastern Buffer","EM3","1992-08-03","1","Bottom Water","0.7","5","0.1","0.34","0.029","0.028","0.11","54","3.9","100","4.6","7.8","22.1","33.8"
"Eastern Buffer","EM3","1992-09-02","1","Surface Water","1","4.5","0.05","0.28","0.076","0.042","0.11","80","5.2","10","2.3","8","29.1","31.7"
"Eastern Buffer","EM3","1992-09-02","1","Middle Water","0.8","9.5","0.05","0.23","0.027","0.042","0.15","64","4.3","60","3.3","7.9","27.5","32.4"
"Eastern Buffer","EM3","1992-09-02","1","Bottom Water","0.7","8","0.06","0.2","0.017","0.043","0.16","49","3.3","60","7.6","7.9","26","33.1"
"Eastern Buffer","EM3","1992-10-02","1","Surface Water","0.5","6","0.1","0.59","0.101","0.033","0.23","76","4.9","30","3.5","8.1","28.6","32.4"
"Eastern Buffer","EM3","1992-10-02","1","Middle Water","0.3","2.5","0.06","0.67","0.072","0.032","0.2","82","5.4","42","2.3","8.1","28.3","32.7"
"Eastern Buffer","EM3","1992-10-02","1","Bottom Water","0.5","4","0.16","0.5","0.072","0.034","0.15","84","5.4","80","2.8","8.1","28.1","32.9"
"Eastern Buffer","EM3","1992-11-12","1","Surface Water","0.5","4.5","0.04","0.59","0.065","0.037","0.16","93","6.8","70","4.7","8.1","21.5","33.1"
"Eastern Buffer","EM3","1992-11-12","1","Middle Water","0.3","4.5","0.05","0.55","0.063","0.035","0.17","93","6.8","80","5.6","8.1","21.5","33.1"
"Eastern Buffer","EM3","1992-11-12","1","Bottom Water","0.5","7","0.06","0.51","0.063","0.031","0.16","93","6.8","240","3.2","7","21.4","33.1"
"Eastern Buffer","EM3","1992-12-02","1","Surface Water","0.6","5","0.22","0.69","0.242","0.02","0.3","121","9.1","700","4.3","8","20.1","33"
"Eastern Buffer","EM3","1992-12-02","1","Middle Water","0.7","23","0.2","0.58","0.157","0.02","0.2","98","7.3","520","12","8.1","20","33.1"
"Eastern Buffer","EM3","1992-12-02","1","Bottom Water","0.6","7","0.18","0.56","0.199","0.02","0.25","97","7.3","590","6","8.1","20.1","33.1"
"Eastern Buffer","EM3","1993-01-18","1","Surface Water","0.4","4","0.15","0.44","0.057","0.013","0.1","N/A","N/A","5","4.7","7.9","17.5","33.2"
"Eastern Buffer","EM3","1993-01-18","1","Middle Water","0.5","6","0.14","0.51","0.061","0.011","0.1","N/A","N/A","5","5.3","8.2","17.5","33.3"
"Eastern Buffer","EM3","1993-01-18","1","Bottom Water","N/A","7","0.14","0.52","0.062","0.014","0.11","N/A","N/A","20","5.3","8.2","17.4","33.4"
"Eastern Buffer","EM3","1993-02-10","1","Surface Water","0.9","N/A","0.13","0.66","0.063","0.061","0.08","97","8.5","10","3.8","8.2","17","33.9"
"Eastern Buffer","EM3","1993-02-10","1","Middle Water","0.2","N/A","0.11","0.69","0.046","0.061","0.06","98","8.6","10","4.4","8.3","17","34"
"Eastern Buffer","EM3","1993-02-10","1","Bottom Water","0.3","N/A","0.07","0.62","0.032","0.067","0.05","96","8.4","10","4.2","8.3","17","34"
"Eastern Buffer","EM3","1993-03-08","1","Surface Water","0.5","2.5","0.08","0.31","0.083","0.009","0.1","95","8.4","20","2.2","8.3","16.9","33.3"
"Eastern Buffer","EM3","1993-03-08","1","Middle Water","0.5","3","0.07","0.41","0.09","0.021","0.11","95","8.4","10","2.2","8.3","16.8","33.4"
"Eastern Buffer","EM3","1993-03-08","1","Bottom Water","0.5","3","0.07","0.41","0.12","0.018","0.14","94","8.4","10","2.1","8.3","16.7","33.3"
"Eastern Buffer","EM3","1993-04-02","1","Surface Water","0.9","1","0.08","0.86","0.195","0.048","0.63","87","6.6","80","2.3","8.2","19.3","33.6"
"Eastern Buffer","EM3","1993-04-02","1","Middle Water","0.5","2.5","0.06","0.32","0.097","<0.002","0.19","106","8.1","170","2.7","8.2","18.8","33.9"
"Eastern Buffer","EM3","1993-04-02","1","Bottom Water","0.4","3.5","0.04","0.34","0.029","0.008","0.09","105","8.1","17","4.3","8.3","18.8","33.8"
"Eastern Buffer","EM3","1993-05-03","1","Surface Water","0.6","2.5","0.08","0.74","0.028","0.049","0.46","58","4.6","1500","6.6","8","21.8","33.2"
"Eastern Buffer","EM3","1993-05-03","1","Middle Water","0.4","2.5","0.11","0.45","0.017","0.044","0.26","73","5.8","900","6.1","8.1","21.3","34.1"
"Eastern Buffer","EM3","1993-05-03","1","Bottom Water","0.7","5.5","0.04","0.32","0.058","0.021","0.1","73","5.8","16","7.1","8.2","21.2","34.1"
"Eastern Buffer","EM3","1993-06-09","1","Surface Water","0.7","2","0.07","0.5","0.036","0.037","0.31","77","5.4","500","2.7","8","23.8","32.7"
"Eastern Buffer","EM3","1993-06-09","1","Middle Water","0.6","3.5","0.04","0.44","0.074","0.031","0.16","76","5.4","4","4","8","22.4","34.3"
"Eastern Buffer","EM3","1993-06-09","1","Bottom Water","0.2","5","0.14","0.14","0.014","0.02","0.08","73","5.3","8","5.8","8","22.2","34.4"
"Eastern Buffer","EM3","1993-07-12","1","Surface Water","2.7","3","0.03","0.71","0.141","0.015","0.32","130","8.9","210","14.6","7.3","28.1","25.8"
"Eastern Buffer","EM3","1993-07-12","1","Middle Water","0.2","6.5","0.07","0.52","0.11","<0.002","0.26","43","3.2","44","9.6","8","23.8","33.8"
"Eastern Buffer","EM3","1993-07-12","1","Bottom Water","0.2","8.5","0.06","0.67","0.067","0.01","0.22","37","2.8","29","17.8","8","23.3","34.3"
"Eastern Buffer","EM3","1993-08-09","1","Surface Water","2.7","2.5","0.09","0.55","0.198","0.051","0.41","109","8.1","100","2.6","8.2","23.8","32.5"
"Eastern Buffer","EM3","1993-08-09","1","Middle Water","1","21","0.07","0.39","0.044","0.046","0.24","54","4.3","170","8.6","8.1","21.2","34.4"
"Eastern Buffer","EM3","1993-08-09","1","Bottom Water","0.7","43","0.08","0.39","0.015","0.036","0.2","50","3.8","39","12.1","8.1","22","33.8"
"Eastern Buffer","EM3","1993-09-02","1","Surface Water","1.2","1","0.05","0.39","0.135","0.035","0.18","128","8.3","9","2","8.3","28","32.1"
"Eastern Buffer","EM3","1993-09-02","1","Middle Water","0.8","4","0.04","0.37","0.082","0.026","0.13","96","6.3","190","2.7","8.3","27.2","32.2"
"Eastern Buffer","EM3","1993-09-02","1","Bottom Water","0.4","6","0.05","0.41","<0.005","0.02","0.01","79","5.3","460","3.8","8.3","25.9","33.1"
